,n_qubs,p,opt_name,opt_iterations,opt_time,final_sols,opt_sol,approx_ratio,approx_ratios,bit_diffs
0,7,1,COBYLA,94,0.26428699493408203,"['0101010', '1010101']","['0101010', '1010101']",1.0,"[1.0, 1.0]","[0, 0]"
1,7,1,COBYLA,114,0.2789766788482666,"['0101010', '1010101']","['0101010', '1010101']",1.0,"[1.0, 1.0]","[0, 0]"
2,7,1,COBYLA,104,0.25289273262023926,"['0101010', '1010101']","['0101010', '1010101']",1.0,"[1.0, 1.0]","[0, 0]"
3,7,1,COBYLA,64,0.1485729217529297,"['0101010', '1010101']","['0101010', '1010101']",1.0,"[1.0, 1.0]","[0, 0]"
4,7,1,COBYLA,61,0.17996907234191895,"['0101010', '1010101']","['0101010', '1010101']",1.0,"[1.0, 1.0]","[0, 0]"
5,7,1,COBYLA,118,0.2857704162597656,"['0101010', '1010101']","['0101010', '1010101']",1.0,"[1.0, 1.0]","[0, 0]"
6,7,1,COBYLA,111,0.26882410049438477,"['0101010', '1010101']","['0101010', '1010101']",1.0,"[1.0, 1.0]","[0, 0]"
7,7,1,COBYLA,87,0.20733022689819336,"['0101010', '1010101']","['0101010', '1010101']",1.0,"[1.0, 1.0]","[0, 0]"
8,7,1,COBYLA,55,0.1322636604309082,"['0010100', '1101011']","['0101010', '1010101']",0.667,"[0.667, 0.667]","[2, 2]"
9,7,1,COBYLA,61,0.1472616195678711,"['0010100', '1101011']","['0101010', '1010101']",0.667,"[0.667, 0.667]","[2, 2]"
