,n_qubs,p,opt_name,opt_iterations,opt_time,final_sols,opt_sol,approx_ratio,approx_ratios,bit_diffs
0,14,1,COBYLA,87,1.1591308116912842,"['10101010101010', '01010101010101']","['01010101010101', '10101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
1,14,1,COBYLA,72,1.0914654731750488,"['11010101010100', '00101010101011']","['01010101010101', '10101010101010']",0.846,"[0.846, 0.846]","[2, 2]"
2,14,1,COBYLA,100,1.6387839317321777,"['10101010101010', '01010101010101']","['01010101010101', '10101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
3,14,1,COBYLA,90,1.282984972000122,"['11010101010100', '00101010101011']","['01010101010101', '10101010101010']",0.846,"[0.846, 0.846]","[2, 2]"
4,14,1,COBYLA,89,1.2053203582763672,"['11010101010100', '00101010101011']","['01010101010101', '10101010101010']",0.846,"[0.846, 0.846]","[2, 2]"
5,14,1,COBYLA,110,1.512617826461792,"['10101010101010', '01010101010101']","['01010101010101', '10101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
6,14,1,COBYLA,119,1.5610945224761963,"['10101010101010', '01010101010101']","['01010101010101', '10101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
7,14,1,COBYLA,97,1.2779674530029297,"['11010101010100', '00101010101011']","['01010101010101', '10101010101010']",0.846,"[0.846, 0.846]","[2, 2]"
8,14,1,COBYLA,77,1.0501213073730469,"['11010101010100', '00101010101011']","['01010101010101', '10101010101010']",0.846,"[0.846, 0.846]","[2, 2]"
9,14,1,COBYLA,95,1.283841609954834,"['10101010101010', '01010101010101']","['01010101010101', '10101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
