,n_qubs,p,opt_name,opt_iterations,opt_time,final_sols,opt_sol,approx_ratio,approx_ratios,bit_diffs
0,8,1,COBYLA,79,0.19651460647583008,"['11010100', '00101011']","['01010101', '10101010']",0.714,"[0.714, 0.714]","[2, 2]"
1,8,1,COBYLA,81,0.2066199779510498,"['11010100', '00101011']","['01010101', '10101010']",0.714,"[0.714, 0.714]","[2, 2]"
2,8,1,COBYLA,56,0.14165902137756348,"['11010100', '00101011']","['01010101', '10101010']",0.714,"[0.714, 0.714]","[2, 2]"
3,8,1,COBYLA,74,0.18990159034729004,"['11010100', '00101011']","['01010101', '10101010']",0.714,"[0.714, 0.714]","[2, 2]"
4,8,1,COBYLA,62,0.15998029708862305,"['11010100', '00101011']","['01010101', '10101010']",0.714,"[0.714, 0.714]","[2, 2]"
5,8,1,COBYLA,111,0.28258180618286133,"['10101010', '01010101']","['01010101', '10101010']",1.0,"[1.0, 1.0]","[0, 0]"
6,8,1,COBYLA,84,0.21952009201049805,"['11010100', '00101011']","['01010101', '10101010']",0.714,"[0.714, 0.714]","[2, 2]"
7,8,1,COBYLA,82,0.20889496803283691,"['11010100', '00101011']","['01010101', '10101010']",0.714,"[0.714, 0.714]","[2, 2]"
8,8,1,COBYLA,89,0.2369832992553711,"['11010100', '00101011']","['01010101', '10101010']",0.714,"[0.714, 0.714]","[2, 2]"
9,8,1,COBYLA,72,0.18492484092712402,"['11010100', '00101011']","['01010101', '10101010']",0.714,"[0.714, 0.714]","[2, 2]"
