,n_qubs,p,opt_name,opt_iterations,opt_time,final_sols,opt_sol,approx_ratio,approx_ratios,bit_diffs
0,18,1,COBYLA,79,16.819133520126343,"['110101010101010100', '001010101010101011']","['010101010101010101', '101010101010101010']",0.882,"[0.882, 0.882]","[2, 2]"
1,18,1,COBYLA,79,16.761018753051758,"['110101010101010100', '001010101010101011']","['010101010101010101', '101010101010101010']",0.882,"[0.882, 0.882]","[2, 2]"
2,18,1,COBYLA,104,22.361450910568237,"['101010101010101010', '010101010101010101']","['010101010101010101', '101010101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
3,18,1,COBYLA,98,25.920979499816895,"['101010101010101010', '010101010101010101']","['010101010101010101', '101010101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
4,18,1,COBYLA,104,23.388306856155396,"['101010101010101010', '010101010101010101']","['010101010101010101', '101010101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
5,18,1,COBYLA,105,23.35845160484314,"['101010101010101010', '010101010101010101']","['010101010101010101', '101010101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
6,18,1,COBYLA,102,22.041240453720093,"['101010101010101010', '010101010101010101']","['010101010101010101', '101010101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
7,18,1,COBYLA,91,19.668655395507812,"['101010101010101010', '010101010101010101']","['010101010101010101', '101010101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
8,18,1,COBYLA,128,35.24186944961548,"['101010101010101010', '010101010101010101']","['010101010101010101', '101010101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
9,18,1,COBYLA,84,28.60389471054077,"['110101010101010100', '001010101010101011']","['010101010101010101', '101010101010101010']",0.882,"[0.882, 0.882]","[2, 2]"
