,n_qubs,p,opt_name,opt_iterations,opt_time,final_sols,opt_sol,approx_ratio,approx_ratios,bit_diffs
0,4,2,COBYLA,830,1.9778642654418945,"['1010', '0101']","['0101', '1010']",1.0,"[1.0, 1.0]","[0, 0]"
1,4,2,COBYLA,752,1.9649944305419922,"['1010', '0101']","['0101', '1010']",1.0,"[1.0, 1.0]","[0, 0]"
2,4,2,COBYLA,798,2.1137990951538086,"['1010', '0101']","['0101', '1010']",1.0,"[1.0, 1.0]","[0, 0]"
3,4,2,COBYLA,1000,2.51249098777771,"['1010', '0101']","['0101', '1010']",1.0,"[1.0, 1.0]","[0, 0]"
4,4,2,COBYLA,515,1.2818386554718018,"['1010', '0101']","['0101', '1010']",1.0,"[1.0, 1.0]","[0, 0]"
5,4,2,COBYLA,1000,2.4172604084014893,"['1010', '0101']","['0101', '1010']",1.0,"[1.0, 1.0]","[0, 0]"
6,4,2,COBYLA,1000,2.6711976528167725,"['1010', '0101']","['0101', '1010']",1.0,"[1.0, 1.0]","[0, 0]"
7,4,2,COBYLA,863,2.044820785522461,"['1010', '0101']","['0101', '1010']",1.0,"[1.0, 1.0]","[0, 0]"
8,4,2,COBYLA,623,1.5076179504394531,"['1010', '0101']","['0101', '1010']",1.0,"[1.0, 1.0]","[0, 0]"
9,4,2,COBYLA,384,0.90840744972229,"['1010', '0101']","['0101', '1010']",1.0,"[1.0, 1.0]","[0, 0]"
