,n_qubs,p,opt_name,opt_iterations,opt_time,final_sols,opt_sol,approx_ratio,approx_ratios,bit_diffs
0,10,2,COBYLA,1000,4.234384059906006,"['1010101010', '0101010101']","['0101010101', '1010101010']",1.0,"[1.0, 1.0]","[0, 0]"
1,10,2,COBYLA,448,1.882192850112915,"['1010101010', '0101010101']","['0101010101', '1010101010']",1.0,"[1.0, 1.0]","[0, 0]"
2,10,2,COBYLA,1000,4.2405736446380615,"['1010101010', '0101010101']","['0101010101', '1010101010']",1.0,"[1.0, 1.0]","[0, 0]"
3,10,2,COBYLA,1000,4.2441725730896,"['1101010100', '0010101011']","['0101010101', '1010101010']",0.778,"[0.778, 0.778]","[2, 2]"
4,10,2,COBYLA,443,1.9340076446533203,"['1010101010', '0101010101']","['0101010101', '1010101010']",1.0,"[1.0, 1.0]","[0, 0]"
5,10,2,COBYLA,464,1.9634981155395508,"['1010101010', '0101010101']","['0101010101', '1010101010']",1.0,"[1.0, 1.0]","[0, 0]"
6,10,2,COBYLA,344,1.4609220027923584,"['1010101010', '0101010101']","['0101010101', '1010101010']",1.0,"[1.0, 1.0]","[0, 0]"
7,10,2,COBYLA,520,2.255014657974243,"['1010101010', '0101010101']","['0101010101', '1010101010']",1.0,"[1.0, 1.0]","[0, 0]"
8,10,2,COBYLA,416,1.7560420036315918,"['1010101010', '0101010101']","['0101010101', '1010101010']",1.0,"[1.0, 1.0]","[0, 0]"
9,10,2,COBYLA,897,3.7836318016052246,"['1010101010', '0101010101']","['0101010101', '1010101010']",1.0,"[1.0, 1.0]","[0, 0]"
