,n_qubs,p,opt_name,opt_iterations,opt_time,final_sols,opt_sol,approx_ratio,approx_ratios,bit_diffs
0,15,2,COBYLA,1000,27.893178462982178,"['010101010101010', '101010101010101']","['010101010101010', '101010101010101']",1.0,"[1.0, 1.0]","[0, 0]"
1,15,2,COBYLA,1000,31.262800931930542,"['010101010101010', '101010101010101']","['010101010101010', '101010101010101']",1.0,"[1.0, 1.0]","[0, 0]"
2,15,2,COBYLA,289,8.04523515701294,"['010101010101010', '101010101010101']","['010101010101010', '101010101010101']",1.0,"[1.0, 1.0]","[0, 0]"
3,15,2,COBYLA,160,4.519899606704712,"['001010101010100', '110101010101011']","['010101010101010', '101010101010101']",0.857,"[0.857, 0.857]","[2, 2]"
4,15,2,COBYLA,1000,27.942098379135132,"['010101010101010', '101010101010101']","['010101010101010', '101010101010101']",1.0,"[1.0, 1.0]","[0, 0]"
5,15,2,COBYLA,623,21.040621519088745,"['001010101010100', '110101010101011']","['010101010101010', '101010101010101']",0.857,"[0.857, 0.857]","[2, 2]"
6,15,2,COBYLA,1000,30.300392866134644,"['010101010101010', '101010101010101']","['010101010101010', '101010101010101']",1.0,"[1.0, 1.0]","[0, 0]"
7,15,2,COBYLA,450,15.739927291870117,"['010101010101010', '101010101010101']","['010101010101010', '101010101010101']",1.0,"[1.0, 1.0]","[0, 0]"
8,15,2,COBYLA,1000,28.34892749786377,"['001010101010100', '110101010101011']","['010101010101010', '101010101010101']",0.857,"[0.857, 0.857]","[2, 2]"
9,15,2,COBYLA,1000,31.251527070999146,"['010101010101010', '101010101010101']","['010101010101010', '101010101010101']",1.0,"[1.0, 1.0]","[0, 0]"
