,n_qubs,p,opt_name,opt_iterations,opt_time,final_sols,opt_sol,approx_ratio,approx_ratios,bit_diffs
0,11,1,COBYLA,88,0.36078810691833496,"['00101010100', '11010101011']","['01010101010', '10101010101']",0.8,"[0.8, 0.8]","[2, 2]"
1,11,1,COBYLA,61,0.26178908348083496,"['00101010100', '11010101011']","['01010101010', '10101010101']",0.8,"[0.8, 0.8]","[2, 2]"
2,11,1,COBYLA,90,0.35907697677612305,"['00101010100', '11010101011']","['01010101010', '10101010101']",0.8,"[0.8, 0.8]","[2, 2]"
3,11,1,COBYLA,87,0.35838770866394043,"['01010101010', '10101010101']","['01010101010', '10101010101']",1.0,"[1.0, 1.0]","[0, 0]"
4,11,1,COBYLA,94,0.3898625373840332,"['01010101010', '10101010101']","['01010101010', '10101010101']",1.0,"[1.0, 1.0]","[0, 0]"
5,11,1,COBYLA,120,0.4824347496032715,"['01010101010', '10101010101']","['01010101010', '10101010101']",1.0,"[1.0, 1.0]","[0, 0]"
6,11,1,COBYLA,72,0.2911708354949951,"['00101010100', '11010101011']","['01010101010', '10101010101']",0.8,"[0.8, 0.8]","[2, 2]"
7,11,1,COBYLA,100,0.4027230739593506,"['01010101010', '10101010101']","['01010101010', '10101010101']",1.0,"[1.0, 1.0]","[0, 0]"
8,11,1,COBYLA,94,0.3743906021118164,"['01010101010', '10101010101']","['01010101010', '10101010101']",1.0,"[1.0, 1.0]","[0, 0]"
9,11,1,COBYLA,68,0.27767157554626465,"['00101010100', '11010101011']","['01010101010', '10101010101']",0.8,"[0.8, 0.8]","[2, 2]"
