,n_qubs,p,opt_name,opt_iterations,opt_time,final_sols,opt_sol,approx_ratio,approx_ratios,bit_diffs
0,17,2,COBYLA,1000,112.607736825943,"['00101010101010100', '11010101010101011']","['01010101010101010', '10101010101010101']",0.875,"[0.875, 0.875]","[2, 2]"
1,17,2,COBYLA,1000,115.60024118423462,"['01010101010101010', '10101010101010101']","['01010101010101010', '10101010101010101']",1.0,"[1.0, 1.0]","[0, 0]"
2,17,2,COBYLA,1000,113.62706136703491,"['01010101010101010', '10101010101010101']","['01010101010101010', '10101010101010101']",1.0,"[1.0, 1.0]","[0, 0]"
3,17,2,COBYLA,1000,114.79783153533936,"['01010101010101010', '10101010101010101']","['01010101010101010', '10101010101010101']",1.0,"[1.0, 1.0]","[0, 0]"
4,17,2,COBYLA,529,59.65128540992737,"['01010101010101010', '10101010101010101']","['01010101010101010', '10101010101010101']",1.0,"[1.0, 1.0]","[0, 0]"
5,17,2,COBYLA,1000,113.33182287216187,"['00101010101010100', '11010101010101011']","['01010101010101010', '10101010101010101']",0.875,"[0.875, 0.875]","[2, 2]"
6,17,2,COBYLA,905,101.11500573158264,"['00101010101010100', '11010101010101011']","['01010101010101010', '10101010101010101']",0.875,"[0.875, 0.875]","[2, 2]"
7,17,2,COBYLA,698,82.3294415473938,"['01010101010101010', '10101010101010101']","['01010101010101010', '10101010101010101']",1.0,"[1.0, 1.0]","[0, 0]"
8,17,2,COBYLA,659,73.92142033576965,"['00101010101010100', '11010101010101011']","['01010101010101010', '10101010101010101']",0.875,"[0.875, 0.875]","[2, 2]"
9,17,2,COBYLA,470,53.282379388809204,"['01010101010101010', '10101010101010101']","['01010101010101010', '10101010101010101']",1.0,"[1.0, 1.0]","[0, 0]"
