,n_qubs,p,opt_name,opt_iterations,opt_time,final_sols,opt_sol,approx_ratio,approx_ratios,bit_diffs
0,9,2,COBYLA,1000,3.7649765014648438,"['010101010', '101010101']","['010101010', '101010101']",1.0,"[1.0, 1.0]","[0, 0]"
1,9,2,COBYLA,375,1.4316825866699219,"['001010100', '110101011']","['010101010', '101010101']",0.75,"[0.75, 0.75]","[2, 2]"
2,9,2,COBYLA,285,1.0693981647491455,"['010101010', '101010101']","['010101010', '101010101']",1.0,"[1.0, 1.0]","[0, 0]"
3,9,2,COBYLA,338,1.309269666671753,"['010101010', '101010101']","['010101010', '101010101']",1.0,"[1.0, 1.0]","[0, 0]"
4,9,2,COBYLA,1000,3.6856658458709717,"['010101010', '101010101']","['010101010', '101010101']",1.0,"[1.0, 1.0]","[0, 0]"
5,9,2,COBYLA,510,1.9269070625305176,"['010101010', '101010101']","['010101010', '101010101']",1.0,"[1.0, 1.0]","[0, 0]"
6,9,2,COBYLA,1000,3.7192585468292236,"['001010100', '110101011']","['010101010', '101010101']",0.75,"[0.75, 0.75]","[2, 2]"
7,9,2,COBYLA,927,3.6031031608581543,"['010101010', '101010101']","['010101010', '101010101']",1.0,"[1.0, 1.0]","[0, 0]"
8,9,2,COBYLA,1000,3.856860399246216,"['010101010', '101010101']","['010101010', '101010101']",1.0,"[1.0, 1.0]","[0, 0]"
9,9,2,COBYLA,1000,4.327446460723877,"['010101010', '101010101']","['010101010', '101010101']",1.0,"[1.0, 1.0]","[0, 0]"
