,n_qubs,p,opt_name,opt_iterations,opt_time,final_sols,opt_sol,approx_ratio,approx_ratios,bit_diffs
0,10,1,COBYLA,70,0.23518633842468262,"['1101010100', '0010101011']","['0101010101', '1010101010']",0.778,"[0.778, 0.778]","[2, 2]"
1,10,1,COBYLA,72,0.24744105339050293,"['1101010100', '0010101011']","['0101010101', '1010101010']",0.778,"[0.778, 0.778]","[2, 2]"
2,10,1,COBYLA,98,0.3422067165374756,"['1010101010', '0101010101']","['0101010101', '1010101010']",1.0,"[1.0, 1.0]","[0, 0]"
3,10,1,COBYLA,89,0.29935646057128906,"['1101010100', '0010101011']","['0101010101', '1010101010']",0.778,"[0.778, 0.778]","[2, 2]"
4,10,1,COBYLA,96,0.32430052757263184,"['1101010100', '0010101011']","['0101010101', '1010101010']",0.778,"[0.778, 0.778]","[2, 2]"
5,10,1,COBYLA,108,0.3608710765838623,"['1010101010', '0101010101']","['0101010101', '1010101010']",1.0,"[1.0, 1.0]","[0, 0]"
6,10,1,COBYLA,75,0.245955228805542,"['1101010100', '0010101011']","['0101010101', '1010101010']",0.778,"[0.778, 0.778]","[2, 2]"
7,10,1,COBYLA,107,0.37595629692077637,"['1010101010', '0101010101']","['0101010101', '1010101010']",1.0,"[1.0, 1.0]","[0, 0]"
8,10,1,COBYLA,107,0.3651401996612549,"['1010101010', '0101010101']","['0101010101', '1010101010']",1.0,"[1.0, 1.0]","[0, 0]"
9,10,1,COBYLA,113,0.38047242164611816,"['1010101010', '0101010101']","['0101010101', '1010101010']",1.0,"[1.0, 1.0]","[0, 0]"
