,n_qubs,p,opt_name,opt_iterations,opt_time,final_sols,opt_sol,approx_ratio,approx_ratios,bit_diffs
0,16,1,COBYLA,79,3.912078619003296,"['1101010101010100', '0010101010101011']","['0101010101010101', '1010101010101010']",0.867,"[0.867, 0.867]","[2, 2]"
1,16,1,COBYLA,73,3.5933778285980225,"['1101010101010100', '0010101010101011']","['0101010101010101', '1010101010101010']",0.867,"[0.867, 0.867]","[2, 2]"
2,16,1,COBYLA,114,5.635167121887207,"['1010101010101010', '0101010101010101']","['0101010101010101', '1010101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
3,16,1,COBYLA,82,4.107901334762573,"['1010101010101010', '0101010101010101']","['0101010101010101', '1010101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
4,16,1,COBYLA,114,5.695306062698364,"['1010101010101010', '0101010101010101']","['0101010101010101', '1010101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
5,16,1,COBYLA,86,4.316556692123413,"['1101010101010100', '0010101010101011']","['0101010101010101', '1010101010101010']",0.867,"[0.867, 0.867]","[2, 2]"
6,16,1,COBYLA,58,2.888399600982666,"['1010101010101010', '0101010101010101']","['0101010101010101', '1010101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
7,16,1,COBYLA,113,5.632958173751831,"['1010101010101010', '0101010101010101']","['0101010101010101', '1010101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
8,16,1,COBYLA,85,7.102797031402588,"['1101010101010100', '0010101010101011']","['0101010101010101', '1010101010101010']",0.867,"[0.867, 0.867]","[2, 2]"
9,16,1,COBYLA,97,4.870999574661255,"['1010101010101010', '0101010101010101']","['0101010101010101', '1010101010101010']",1.0,"[1.0, 1.0]","[0, 0]"
