,n_qubs,p,opt_name,opt_iterations,opt_time,final_sols,opt_sol,approx_ratio,approx_ratios,bit_diffs
0,5,1,COBYLA,125,0.26653027534484863,"['01010', '10101']","['01010', '10101']",1.0,"[1.0, 1.0]","[0, 0]"
1,5,1,COBYLA,105,0.22709441184997559,"['01010', '10101']","['01010', '10101']",1.0,"[1.0, 1.0]","[0, 0]"
2,5,1,COBYLA,74,0.16164278984069824,"['00100', '11011']","['01010', '10101']",0.5,"[0.5, 0.5]","[2, 2]"
3,5,1,COBYLA,38,0.1112666130065918,"['00100', '11011']","['01010', '10101']",0.5,"[0.5, 0.5]","[2, 2]"
4,5,1,COBYLA,130,0.2848975658416748,"['01010', '10101']","['01010', '10101']",1.0,"[1.0, 1.0]","[0, 0]"
5,5,1,COBYLA,69,0.15211772918701172,"['00100', '11011']","['01010', '10101']",0.5,"[0.5, 0.5]","[2, 2]"
6,5,1,COBYLA,98,0.2112119197845459,"['01010', '10101']","['01010', '10101']",1.0,"[1.0, 1.0]","[0, 0]"
7,5,1,COBYLA,87,0.31293463706970215,"['00100', '11011']","['01010', '10101']",0.5,"[0.5, 0.5]","[2, 2]"
8,5,1,COBYLA,112,0.36106181144714355,"['01010', '10101']","['01010', '10101']",1.0,"[1.0, 1.0]","[0, 0]"
9,5,1,COBYLA,61,0.12732291221618652,"['00100', '11011']","['01010', '10101']",0.5,"[0.5, 0.5]","[2, 2]"
