,Unnamed: 0,n_qubs,p,opt_name,opt_iterations_mean,opt_iterations_std,opt_time_mean,opt_time_std,approx_ratio_mean,approx_ratio_std,optimal_sol_count
0,0,4,1,COBYLA,267.3,295.9767445819576,0.3937,0.4274890641876117,0.8335000000000001,0.175506410139345,5
0,0,6,1,COBYLA,377.2,236.872586472606,0.6404,0.4004844843713951,0.9,0.1054092553389459,5
0,0,8,1,COBYLA,336.0,266.5916561168243,0.6785,0.5317092459438919,0.9142,0.0738448824676881,4
0,0,10,1,COBYLA,384.1,258.1233340005424,0.9612,0.6384534786845824,0.8779,0.035101282027869,0
0,0,12,1,COBYLA,332.8,123.93887382272136,1.3751,0.5147859209850678,0.9181,0.0671456956509086,3
0,0,14,1,COBYLA,330.6,169.45087783779698,2.5838,1.2730778801349465,0.9384,0.048699075966593,3
0,0,16,1,COBYLA,339.9,89.5115759118463,10.4154,2.748858437808522,0.9432,0.0417580331593016,3
0,0,18,1,COBYLA,375.9,154.25120204826067,47.9395,19.37431928123182,0.9274,0.040738188472243,1
0,0,20,1,COBYLA,279.2,130.8678722987426,187.3401,86.80900348907748,0.9479999999999998,0.0430529389885935,3
0,0,22,1,COBYLA,307.4,168.21229972204108,906.3905,479.8551448096371,0.776,0.151378847781173,0
