,Unnamed: 0,n_qubs,p,opt_name,opt_iterations_mean,opt_iterations_std,opt_time_mean,opt_time_std,approx_ratio_mean,approx_ratio_std,optimal_sol_count
0,0,4,1,COBYLA,511.8,424.7398681022957,0.7104,0.5840455081203482,0.8002,0.1719604605716092,4
0,0,6,1,COBYLA,120.6,49.01292346582344,0.1918,0.0780310479517252,0.8,0.2108185106778919,5
0,0,8,1,COBYLA,133.7,44.63444111147056,0.247,0.0764228005535288,0.857,0.1507352351346927,5
0,0,10,1,COBYLA,131.2,23.64928939500908,0.2909,0.0532675636136414,0.9112,0.1146403070477395,6
0,0,12,1,COBYLA,214.5,278.12197563898707,0.6819,0.883141041963287,0.8774000000000001,0.1599279004218255,5
0,0,14,1,COBYLA,232.7,270.2813554633599,1.505,1.700665817326327,0.9153,0.1280764094853797,6
0,0,16,1,COBYLA,129.1,17.60965644185031,3.8053,0.4997719591084629,0.9601,0.0642451035747731,7
0,0,18,1,COBYLA,131.0,25.815585301217645,17.8861,3.4936527668839035,0.9292,0.06093493798033,4
0,0,20,1,COBYLA,120.2,39.87424677101193,78.31899999999999,25.740926064667267,0.9475,0.0553398590529466,5
0,0,22,1,COBYLA,118.1,29.205973513801744,336.3559,83.33472606496179,0.9559,0.0304318911669977,3
