,n_qubs,p,opt_name,opt_iterations_mean,opt_iterations_std,opt_time_mean,opt_time_std,approx_ratio_mean,approx_ratio_std,optimal_sol_count
0,14,1,SLSQP,16.7,9.88882646671934,0.15599999999999997,0.09201328406509815,0.7076,0.1786736317050355,0
