,n_qubs,p,opt_name,opt_iterations_mean,opt_iterations_std,opt_time_mean,opt_time_std,approx_ratio_mean,approx_ratio_std,optimal_sol_count
0,14,1,DIRECT_L_RAND,1000.0,0.0,7.287000000000001,0.9623783039948478,0.9,0.26654830706646776,8
