,n_qubs,p,opt_name,opt_iterations_mean,opt_iterations_std,opt_time_mean,opt_time_std,approx_ratio_mean,approx_ratio_std,optimal_sol_count
0,14,1,CG,197.2,90.21308109138053,1.2782999999999998,0.58502517514681,1.0,0.0,10
