,n_qubs,p,opt_name,opt_iterations_mean,opt_iterations_std,opt_time_mean,opt_time_std,approx_ratio_mean,approx_ratio_std,optimal_sol_count
0,14,1,L_BFGS_B,262.5,214.91975246589132,1.6903,1.381054995284402,1.0,0.0,10
