,n_qubs,p,opt_name,opt_iterations_mean,opt_iterations_std,opt_time_mean,opt_time_std,approx_ratio_mean,approx_ratio_std,optimal_sol_count
0,14,1,NFT,1025.0,0.0,6.4015,0.03937638886439442,0.7230000000000001,0.4155053148476764,6
