,n_qubs,p,opt_name,opt_iterations_mean,opt_iterations_std,opt_time_mean,opt_time_std,approx_ratio_mean,approx_ratio_std,optimal_sol_count
0,14,1,DIRECT_L_RAND,1000.0,0.0,9.8452,0.10657475206528891,1.0,0.0,10
