,n_qubs,p,opt_name,opt_iterations_mean,opt_iterations_std,opt_time_mean,opt_time_std,approx_ratio_mean,approx_ratio_std,optimal_sol_count
0,14,1,NFT,1025.0,0.0,9.2737,1.2223906495061228,0.5457,0.4203194684469845,2
