,n_qubs,p,opt_name,opt_iterations_mean,opt_iterations_std,opt_time_mean,opt_time_std,approx_ratio_mean,approx_ratio_std,optimal_sol_count
0,14,1,TNC,155.4,91.57292176183962,1.4863000000000002,0.8762208055050965,0.8692,0.20449004322405964,6
