,n_qubs,p,opt_name,opt_iterations_mean,opt_iterations_std,opt_time_mean,opt_time_std,approx_ratio_mean,approx_ratio_std,optimal_sol_count
0,18,1,POWELL,49.6,9.968840342676664,6.5607,1.3179618144864613,0.882,0.0,0
