,n_qubs,p,opt_name,opt_iterations_mean,opt_iterations_std,opt_time_mean,opt_time_std,approx_ratio_mean,approx_ratio_std,optimal_sol_count
0,6,1,POWELL,154.4,103.1635163762418,0.24439999999999995,0.16301410981875158,0.8200000000000001,0.25733678754158373,6
