,n_qubs,p,opt_name,opt_iterations_mean,opt_iterations_std,opt_time_mean,opt_time_std,approx_ratio_mean,approx_ratio_std,optimal_sol_count
0,10,1,COBYLA,384.1,258.1233340005424,0.9612,0.6384534786845824,0.8779,0.03510128202786901,0
