,n_qubs,p,opt_name,opt_iterations_mean,opt_iterations_std,opt_time_mean,opt_time_std,approx_ratio_mean,approx_ratio_std,optimal_sol_count
0,18,2,COBYLA,899.5,241.4195288059541,120.0721,32.136542012862,1.0,0.0,10
