,n_qubs,p,opt_name,opt_iterations_mean,opt_iterations_std,opt_time_mean,opt_time_std,approx_ratio_mean,approx_ratio_std,optimal_sol_count
0,18,3,COBYLA,979.2,65.77537533150229,156.9711,19.653250143706796,1.0,0.0,10
