,n_qubs,p,opt_name,opt_iterations_mean,opt_iterations_std,opt_time_mean,opt_time_std,approx_ratio_mean,approx_ratio_std,optimal_sol_count
0,20,3,COBYLA,919.3,229.4089264949286,626.9878,156.8950430551867,0.5447,0.048435638853132824,0
